timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-09 00:00:00,DK2,21.51,day_ahead,1893.05
2024-01-09 00:00:00,DK1,27.6,day_ahead,4727.18
2024-01-09 01:00:00,FI,51.92,intraday,1169.58
2024-01-09 01:00:00,SE1,51.14,day_ahead,3041.53
2024-01-09 02:00:00,SE3,49.19,day_ahead,823.88
2024-01-09 02:00:00,DK2,18.62,intraday,2015.5
2024-01-09 03:00:00,FI,47.23,intraday,3846.47
2024-01-09 03:00:00,NO1,24.99,day_ahead,3386.45
2024-01-09 03:00:00,FI,31.54,day_ahead,4365.53
2024-01-09 04:00:00,DK2,26.46,day_ahead,2287.2
2024-01-09 04:00:00,DK1,42.95,intraday,4034.78
2024-01-09 04:00:00,FI,48.03,intraday,3177.49
2024-01-09 05:00:00,NO2,36.65,day_ahead,1928.71
2024-01-09 05:00:00,SE1,44.05,intraday,687.89
2024-01-09 05:00:00,SE1,52.85,intraday,661.34
2024-01-09 06:00:00,DK2,43.9,intraday,431.83
2024-01-09 06:00:00,DK2,33.38,day_ahead,147.36
2024-01-09 07:00:00,SE1,62.86,day_ahead,1201.85
2024-01-09 07:00:00,NO2,30.1,day_ahead,1317.76
2024-01-09 07:00:00,FI,54.74,day_ahead,1208.97
2024-01-09 08:00:00,DK2,68.67,intraday,1730.26
2024-01-09 08:00:00,SE4,65.34,intraday,2473.14
2024-01-09 08:00:00,SE3,58.17,intraday,428.57
2024-01-09 09:00:00,DK2,31.41,day_ahead,2605.89
2024-01-09 09:00:00,DK2,62.66,intraday,1838.19
2024-01-09 10:00:00,SE4,31.13,day_ahead,4833.74
2024-01-09 10:00:00,NO1,43.98,intraday,1080.4
2024-01-09 10:00:00,FI,62.5,day_ahead,2917.13
2024-01-09 11:00:00,NO1,41.65,day_ahead,4385.26
2024-01-09 11:00:00,DK2,38.14,day_ahead,670.08
2024-01-09 11:00:00,FI,65.79,intraday,1078.67
2024-01-09 12:00:00,NO1,44.0,day_ahead,3706.23
2024-01-09 12:00:00,SE2,36.68,day_ahead,2744.63
2024-01-09 13:00:00,SE3,39.69,day_ahead,4153.14
2024-01-09 13:00:00,SE3,42.03,day_ahead,3451.22
2024-01-09 13:00:00,DK1,56.78,day_ahead,3540.47
2024-01-09 14:00:00,SE1,64.36,day_ahead,3985.89
2024-01-09 14:00:00,SE4,35.13,day_ahead,3923.95
2024-01-09 14:00:00,DK1,68.88,intraday,2499.04
2024-01-09 15:00:00,SE3,44.15,intraday,2914.67
2024-01-09 15:00:00,SE1,45.97,day_ahead,3253.46
2024-01-09 15:00:00,DK2,53.61,intraday,2290.02
2024-01-09 16:00:00,NO2,63.23,intraday,2689.46
2024-01-09 16:00:00,SE3,40.09,intraday,735.08
2024-01-09 16:00:00,DK2,64.08,day_ahead,277.65
2024-01-09 17:00:00,NO1,50.64,day_ahead,1225.04
2024-01-09 17:00:00,NO2,61.86,intraday,1054.54
2024-01-09 18:00:00,FI,66.38,intraday,342.95
2024-01-09 18:00:00,SE4,35.72,intraday,3242.47
2024-01-09 19:00:00,NO2,49.92,intraday,1526.66
2024-01-09 19:00:00,SE3,51.56,day_ahead,1335.41
2024-01-09 19:00:00,NO2,31.01,intraday,2364.45
2024-01-09 20:00:00,NO1,44.98,day_ahead,3188.85
2024-01-09 20:00:00,DK1,40.81,intraday,4485.97
2024-01-09 21:00:00,SE2,39.13,day_ahead,1101.41
2024-01-09 21:00:00,NO1,55.02,day_ahead,4009.84
2024-01-09 22:00:00,SE2,35.95,day_ahead,2243.1
2024-01-09 22:00:00,NO2,30.31,day_ahead,3395.89
2024-01-09 23:00:00,NO1,49.59,intraday,3029.24
2024-01-09 23:00:00,DK1,21.32,day_ahead,1881.45
2024-01-09 23:00:00,SE2,39.32,day_ahead,136.35
