timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-03 00:00:00,DK2,19.52,day_ahead,4124.86
2024-01-03 00:00:00,FI,51.39,intraday,2309.21
2024-01-03 00:00:00,NO2,23.14,day_ahead,4922.79
2024-01-03 01:00:00,DK1,51.08,intraday,2536.25
2024-01-03 01:00:00,SE4,28.36,intraday,3210.45
2024-01-03 01:00:00,DK2,52.95,intraday,1901.88
2024-01-03 02:00:00,SE3,54.94,day_ahead,4843.2
2024-01-03 02:00:00,NO2,22.65,day_ahead,1559.83
2024-01-03 03:00:00,NO1,28.87,day_ahead,4122.22
2024-01-03 03:00:00,SE3,54.84,day_ahead,281.97
2024-01-03 04:00:00,DK1,17.84,day_ahead,1747.06
2024-01-03 04:00:00,SE2,19.26,intraday,2374.62
2024-01-03 04:00:00,DK1,35.05,intraday,217.36
2024-01-03 05:00:00,DK1,31.35,day_ahead,4047.07
2024-01-03 05:00:00,FI,40.84,day_ahead,1224.72
2024-01-03 06:00:00,SE1,48.48,intraday,4291.86
2024-01-03 06:00:00,SE2,27.17,intraday,4437.59
2024-01-03 06:00:00,FI,51.52,day_ahead,1669.48
2024-01-03 07:00:00,DK1,37.82,day_ahead,3550.72
2024-01-03 07:00:00,SE1,38.19,day_ahead,1303.96
2024-01-03 08:00:00,DK2,65.31,intraday,4933.05
2024-01-03 08:00:00,FI,59.68,day_ahead,4159.93
2024-01-03 09:00:00,SE2,44.93,day_ahead,2131.15
2024-01-03 09:00:00,FI,34.33,intraday,1494.92
2024-01-03 09:00:00,DK1,60.36,day_ahead,3244.89
2024-01-03 10:00:00,SE3,56.58,day_ahead,2832.51
2024-01-03 10:00:00,NO1,36.83,day_ahead,469.81
2024-01-03 10:00:00,SE4,64.8,intraday,4472.23
2024-01-03 11:00:00,SE3,57.42,day_ahead,614.48
2024-01-03 11:00:00,SE2,46.55,day_ahead,1237.53
2024-01-03 12:00:00,FI,41.99,intraday,726.28
2024-01-03 12:00:00,SE1,46.6,day_ahead,1221.88
2024-01-03 12:00:00,NO2,32.93,day_ahead,2137.99
2024-01-03 13:00:00,SE1,56.38,intraday,2583.02
2024-01-03 13:00:00,DK1,37.5,day_ahead,2026.31
2024-01-03 14:00:00,DK1,67.74,intraday,1037.1
2024-01-03 14:00:00,SE1,35.85,day_ahead,2976.77
2024-01-03 15:00:00,FI,62.06,day_ahead,3122.99
2024-01-03 15:00:00,SE3,39.82,day_ahead,1218.45
2024-01-03 15:00:00,DK2,63.6,day_ahead,4166.38
2024-01-03 16:00:00,NO2,33.52,intraday,4738.1
2024-01-03 16:00:00,SE4,64.03,intraday,2783.0
2024-01-03 16:00:00,SE1,56.58,intraday,4396.11
2024-01-03 17:00:00,SE2,30.64,intraday,1862.66
2024-01-03 17:00:00,DK2,42.09,day_ahead,4376.27
2024-01-03 18:00:00,SE4,61.88,intraday,2530.54
2024-01-03 18:00:00,SE4,63.01,intraday,2916.56
2024-01-03 18:00:00,SE2,62.75,day_ahead,4678.24
2024-01-03 19:00:00,DK1,59.92,intraday,3667.16
2024-01-03 19:00:00,SE4,51.51,day_ahead,3233.73
2024-01-03 19:00:00,SE2,55.69,intraday,215.39
2024-01-03 20:00:00,SE1,30.02,day_ahead,4252.32
2024-01-03 20:00:00,SE1,43.05,day_ahead,3735.3
2024-01-03 20:00:00,NO2,50.94,day_ahead,4846.89
2024-01-03 21:00:00,FI,53.28,intraday,143.63
2024-01-03 21:00:00,NO2,62.51,day_ahead,3766.52
2024-01-03 21:00:00,FI,34.27,intraday,1022.63
2024-01-03 22:00:00,FI,61.11,intraday,1421.89
2024-01-03 22:00:00,SE1,65.75,intraday,2274.37
2024-01-03 23:00:00,DK1,33.33,day_ahead,743.26
2024-01-03 23:00:00,SE3,36.13,intraday,3765.76
2024-01-03 23:00:00,SE1,35.31,day_ahead,3279.37
