timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-07 00:00:00,SE2,46.8,intraday,561.16
2024-01-07 00:00:00,SE1,43.51,day_ahead,1570.08
2024-01-07 00:00:00,SE4,43.02,intraday,4582.89
2024-01-07 01:00:00,DK2,50.25,intraday,3003.12
2024-01-07 01:00:00,SE2,42.63,intraday,502.96
2024-01-07 01:00:00,NO1,53.4,day_ahead,2834.47
2024-01-07 02:00:00,SE4,26.09,day_ahead,2644.22
2024-01-07 02:00:00,SE4,20.06,day_ahead,1216.36
2024-01-07 02:00:00,SE3,24.12,day_ahead,1403.52
2024-01-07 03:00:00,NO1,43.55,day_ahead,4469.43
2024-01-07 03:00:00,DK2,35.02,intraday,1010.68
2024-01-07 03:00:00,FI,21.84,intraday,4214.47
2024-01-07 04:00:00,SE1,34.02,intraday,276.2
2024-01-07 04:00:00,FI,53.92,intraday,457.06
2024-01-07 04:00:00,DK1,54.53,intraday,3097.64
2024-01-07 05:00:00,SE4,30.11,day_ahead,453.73
2024-01-07 05:00:00,DK2,32.13,intraday,1119.71
2024-01-07 06:00:00,SE4,27.25,day_ahead,599.66
2024-01-07 06:00:00,SE1,26.44,day_ahead,1402.89
2024-01-07 07:00:00,DK2,30.08,day_ahead,2053.8
2024-01-07 07:00:00,SE4,33.55,day_ahead,3778.56
2024-01-07 07:00:00,FI,46.56,day_ahead,2322.68
2024-01-07 08:00:00,SE3,34.63,intraday,1204.13
2024-01-07 08:00:00,FI,53.84,day_ahead,2502.6
2024-01-07 09:00:00,SE2,36.23,day_ahead,4433.65
2024-01-07 09:00:00,NO1,61.74,day_ahead,3702.04
2024-01-07 09:00:00,NO2,58.57,day_ahead,3000.87
2024-01-07 10:00:00,SE1,30.85,day_ahead,4444.73
2024-01-07 10:00:00,SE2,64.1,day_ahead,894.4
2024-01-07 10:00:00,SE2,38.71,intraday,2895.49
2024-01-07 11:00:00,NO1,63.8,intraday,4346.22
2024-01-07 11:00:00,SE2,31.39,day_ahead,3921.06
2024-01-07 12:00:00,NO1,66.49,intraday,2870.99
2024-01-07 12:00:00,SE2,59.08,intraday,1736.81
2024-01-07 13:00:00,FI,61.14,intraday,4572.51
2024-01-07 13:00:00,SE1,42.09,intraday,221.67
2024-01-07 14:00:00,DK1,31.71,intraday,4472.2
2024-01-07 14:00:00,SE3,58.23,intraday,3348.52
2024-01-07 15:00:00,SE2,35.83,intraday,230.26
2024-01-07 15:00:00,DK1,53.2,intraday,2767.59
2024-01-07 16:00:00,SE3,35.3,intraday,3804.4
2024-01-07 16:00:00,SE4,35.92,day_ahead,1292.46
2024-01-07 17:00:00,SE3,47.47,intraday,4481.07
2024-01-07 17:00:00,DK2,30.63,day_ahead,2172.16
2024-01-07 17:00:00,FI,54.93,intraday,4857.85
2024-01-07 18:00:00,SE4,57.01,intraday,1644.14
2024-01-07 18:00:00,DK2,34.77,day_ahead,3077.18
2024-01-07 18:00:00,DK1,44.93,day_ahead,907.81
2024-01-07 19:00:00,SE3,67.49,day_ahead,2475.23
2024-01-07 19:00:00,SE3,57.3,intraday,3326.17
2024-01-07 20:00:00,SE2,37.08,day_ahead,2230.86
2024-01-07 20:00:00,DK1,36.02,intraday,2284.49
2024-01-07 21:00:00,NO1,39.35,intraday,411.49
2024-01-07 21:00:00,SE4,39.42,day_ahead,1613.8
2024-01-07 22:00:00,SE4,43.41,day_ahead,3369.23
2024-01-07 22:00:00,SE1,51.38,day_ahead,3554.09
2024-01-07 23:00:00,DK2,46.69,intraday,2259.62
2024-01-07 23:00:00,SE1,49.15,intraday,268.28
2024-01-07 23:00:00,DK1,29.51,day_ahead,1060.02
