timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-10 00:00:00,DK2,28.15,day_ahead,4329.6
2024-01-10 00:00:00,SE2,54.22,day_ahead,1889.08
2024-01-10 01:00:00,SE3,46.56,intraday,4310.01
2024-01-10 01:00:00,SE4,28.63,day_ahead,2313.56
2024-01-10 02:00:00,DK1,15.77,intraday,393.93
2024-01-10 02:00:00,FI,52.44,intraday,2645.25
2024-01-10 03:00:00,SE1,43.28,intraday,2971.79
2024-01-10 03:00:00,FI,51.84,intraday,1637.33
2024-01-10 04:00:00,SE3,42.0,day_ahead,2840.79
2024-01-10 04:00:00,SE3,50.42,intraday,2516.69
2024-01-10 05:00:00,DK1,28.77,intraday,3048.78
2024-01-10 05:00:00,NO2,48.53,day_ahead,4788.34
2024-01-10 05:00:00,NO1,36.76,day_ahead,3517.13
2024-01-10 06:00:00,NO1,34.94,intraday,115.02
2024-01-10 06:00:00,SE3,42.18,day_ahead,3897.85
2024-01-10 07:00:00,SE1,42.64,day_ahead,4835.94
2024-01-10 07:00:00,SE1,60.68,day_ahead,3336.89
2024-01-10 07:00:00,SE3,45.66,day_ahead,1179.67
2024-01-10 08:00:00,DK2,30.3,intraday,141.09
2024-01-10 08:00:00,NO2,34.69,day_ahead,4945.91
2024-01-10 09:00:00,SE2,53.27,intraday,3326.61
2024-01-10 09:00:00,DK1,45.17,day_ahead,3441.2
2024-01-10 09:00:00,NO2,47.04,intraday,2075.12
2024-01-10 10:00:00,DK1,33.72,day_ahead,3530.22
2024-01-10 10:00:00,FI,54.41,intraday,1094.81
2024-01-10 10:00:00,NO1,62.98,day_ahead,2710.99
2024-01-10 11:00:00,NO2,56.87,intraday,2362.04
2024-01-10 11:00:00,SE3,41.76,day_ahead,215.8
2024-01-10 11:00:00,SE2,65.91,day_ahead,1746.91
2024-01-10 12:00:00,SE4,58.53,day_ahead,1356.04
2024-01-10 12:00:00,SE3,56.3,day_ahead,2826.94
2024-01-10 12:00:00,DK1,45.59,intraday,4281.31
2024-01-10 13:00:00,DK1,31.32,day_ahead,4248.37
2024-01-10 13:00:00,NO2,31.53,intraday,1883.0
2024-01-10 14:00:00,DK1,44.77,intraday,1948.93
2024-01-10 14:00:00,DK2,33.54,intraday,1687.49
2024-01-10 14:00:00,SE1,33.12,day_ahead,4725.63
2024-01-10 15:00:00,SE1,54.76,day_ahead,4114.73
2024-01-10 15:00:00,NO2,50.09,day_ahead,954.17
2024-01-10 16:00:00,SE1,66.41,intraday,2554.21
2024-01-10 16:00:00,SE3,69.57,day_ahead,3714.85
2024-01-10 17:00:00,NO1,68.43,intraday,4213.93
2024-01-10 17:00:00,NO1,63.47,day_ahead,4387.07
2024-01-10 18:00:00,DK1,69.63,intraday,2992.71
2024-01-10 18:00:00,NO1,63.53,intraday,1224.02
2024-01-10 18:00:00,NO2,35.38,day_ahead,3081.19
2024-01-10 19:00:00,DK1,44.58,intraday,4511.89
2024-01-10 19:00:00,SE4,51.07,intraday,3225.43
2024-01-10 20:00:00,SE1,69.93,day_ahead,3684.11
2024-01-10 20:00:00,SE4,39.46,day_ahead,337.35
2024-01-10 20:00:00,SE4,50.88,day_ahead,1869.54
2024-01-10 21:00:00,SE1,61.02,day_ahead,2662.14
2024-01-10 21:00:00,SE1,63.8,day_ahead,4697.8
2024-01-10 21:00:00,DK1,30.32,intraday,1393.09
2024-01-10 22:00:00,DK2,57.69,day_ahead,1190.14
2024-01-10 22:00:00,DK1,68.9,intraday,2352.13
2024-01-10 23:00:00,SE2,52.73,day_ahead,1879.57
2024-01-10 23:00:00,DK1,16.03,day_ahead,2730.68
