timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-11 00:00:00,FI,45.69,intraday,4319.94
2024-01-11 00:00:00,SE1,28.78,intraday,2841.66
2024-01-11 00:00:00,DK2,15.46,day_ahead,1850.8
2024-01-11 01:00:00,FI,31.01,intraday,1844.44
2024-01-11 01:00:00,SE2,17.17,intraday,4588.87
2024-01-11 02:00:00,NO2,54.68,day_ahead,690.22
2024-01-11 02:00:00,NO1,46.1,intraday,3834.82
2024-01-11 03:00:00,FI,35.43,day_ahead,440.03
2024-01-11 03:00:00,SE4,30.91,intraday,817.02
2024-01-11 03:00:00,FI,38.58,intraday,1556.94
2024-01-11 04:00:00,SE4,25.28,intraday,578.37
2024-01-11 04:00:00,SE1,47.93,intraday,1315.23
2024-01-11 04:00:00,FI,48.22,day_ahead,1531.13
2024-01-11 05:00:00,SE3,30.78,intraday,2412.15
2024-01-11 05:00:00,NO1,38.29,day_ahead,2773.7
2024-01-11 05:00:00,SE3,34.81,intraday,4785.83
2024-01-11 06:00:00,SE4,49.69,intraday,488.33
2024-01-11 06:00:00,SE4,15.25,intraday,4730.8
2024-01-11 07:00:00,SE3,69.21,day_ahead,3157.28
2024-01-11 07:00:00,SE3,46.39,day_ahead,1796.38
2024-01-11 07:00:00,SE2,58.48,day_ahead,4542.87
2024-01-11 08:00:00,NO2,40.74,intraday,1852.22
2024-01-11 08:00:00,FI,65.25,intraday,704.21
2024-01-11 09:00:00,DK2,50.3,day_ahead,1307.85
2024-01-11 09:00:00,SE2,37.96,day_ahead,1223.08
2024-01-11 10:00:00,DK2,32.77,intraday,4619.06
2024-01-11 10:00:00,SE1,63.71,day_ahead,2682.66
2024-01-11 11:00:00,NO1,67.99,intraday,3014.03
2024-01-11 11:00:00,SE3,34.66,intraday,4004.9
2024-01-11 11:00:00,NO1,58.09,day_ahead,1011.52
2024-01-11 12:00:00,DK2,58.04,intraday,3920.55
2024-01-11 12:00:00,SE3,58.76,intraday,872.15
2024-01-11 12:00:00,FI,55.66,day_ahead,4922.99
2024-01-11 13:00:00,NO1,40.65,day_ahead,2719.23
2024-01-11 13:00:00,SE4,56.47,day_ahead,496.5
2024-01-11 14:00:00,SE3,56.01,intraday,3093.21
2024-01-11 14:00:00,SE3,56.75,intraday,552.89
2024-01-11 14:00:00,NO2,61.61,intraday,4746.67
2024-01-11 15:00:00,NO1,31.39,intraday,1793.8
2024-01-11 15:00:00,SE1,30.56,day_ahead,1942.99
2024-01-11 16:00:00,NO2,30.4,intraday,1000.2
2024-01-11 16:00:00,NO2,41.69,intraday,3402.7
2024-01-11 16:00:00,NO1,56.52,intraday,2472.26
2024-01-11 17:00:00,NO2,61.6,intraday,1412.31
2024-01-11 17:00:00,SE1,49.82,intraday,761.38
2024-01-11 17:00:00,DK1,47.06,intraday,4508.03
2024-01-11 18:00:00,SE4,45.5,intraday,3820.04
2024-01-11 18:00:00,DK2,69.06,day_ahead,3890.2
2024-01-11 18:00:00,SE2,36.24,intraday,1868.36
2024-01-11 19:00:00,DK1,36.06,day_ahead,1145.7
2024-01-11 19:00:00,SE1,38.23,day_ahead,1526.0
2024-01-11 19:00:00,DK2,39.2,intraday,366.73
2024-01-11 20:00:00,SE4,38.41,day_ahead,3883.29
2024-01-11 20:00:00,DK1,59.06,intraday,537.81
2024-01-11 21:00:00,DK1,55.59,intraday,2508.47
2024-01-11 21:00:00,DK1,43.79,day_ahead,3211.85
2024-01-11 22:00:00,DK1,47.86,day_ahead,4654.0
2024-01-11 22:00:00,DK2,37.37,day_ahead,668.1
2024-01-11 23:00:00,SE1,40.46,intraday,1782.77
2024-01-11 23:00:00,NO1,18.88,day_ahead,1301.49
