timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-01 00:00:00,SE2,40.67,intraday,4116.04
2024-01-01 00:00:00,SE2,39.07,day_ahead,1016.37
2024-01-01 01:00:00,NO2,33.71,day_ahead,3847.87
2024-01-01 01:00:00,NO1,20.4,day_ahead,3024.15
2024-01-01 01:00:00,SE4,33.72,day_ahead,3047.46
2024-01-01 02:00:00,SE1,22.32,intraday,3154.7
2024-01-01 02:00:00,NO2,27.32,day_ahead,185.34
2024-01-01 02:00:00,NO2,17.62,day_ahead,1019.5
2024-01-01 03:00:00,SE4,48.56,day_ahead,4121.04
2024-01-01 03:00:00,SE1,42.77,day_ahead,3398.77
2024-01-01 03:00:00,SE3,43.0,intraday,970.97
2024-01-01 04:00:00,FI,42.66,intraday,646.01
2024-01-01 04:00:00,SE3,42.42,day_ahead,4065.06
2024-01-01 04:00:00,SE2,18.1,day_ahead,2821.95
2024-01-01 05:00:00,DK1,40.18,intraday,861.94
2024-01-01 05:00:00,NO1,19.84,intraday,3827.64
2024-01-01 06:00:00,DK2,31.27,intraday,3325.52
2024-01-01 06:00:00,NO2,44.9,intraday,3638.35
2024-01-01 07:00:00,NO2,32.04,intraday,2248.9
2024-01-01 07:00:00,SE3,51.42,day_ahead,2824.47
2024-01-01 08:00:00,SE3,46.82,day_ahead,3492.13
2024-01-01 08:00:00,FI,30.97,day_ahead,4211.8
2024-01-01 09:00:00,SE4,62.19,day_ahead,1248.79
2024-01-01 09:00:00,SE2,69.48,intraday,1008.02
2024-01-01 09:00:00,DK2,64.13,intraday,4081.07
2024-01-01 10:00:00,NO1,49.85,day_ahead,3293.36
2024-01-01 10:00:00,SE4,69.93,day_ahead,1129.94
2024-01-01 11:00:00,NO2,48.45,day_ahead,3143.34
2024-01-01 11:00:00,FI,43.11,intraday,370.29
2024-01-01 12:00:00,DK2,48.77,intraday,898.71
2024-01-01 12:00:00,SE2,51.61,day_ahead,4557.78
2024-01-01 13:00:00,DK1,61.26,intraday,4738.02
2024-01-01 13:00:00,SE4,42.18,intraday,1476.59
2024-01-01 14:00:00,DK1,65.77,day_ahead,988.17
2024-01-01 14:00:00,SE1,58.52,day_ahead,1498.36
2024-01-01 14:00:00,SE3,38.29,intraday,3632.26
2024-01-01 15:00:00,SE2,68.74,intraday,4391.64
2024-01-01 15:00:00,FI,53.25,intraday,4745.84
2024-01-01 16:00:00,DK2,61.75,day_ahead,4524.0
2024-01-01 16:00:00,SE4,61.61,intraday,4280.16
2024-01-01 17:00:00,DK2,61.2,intraday,2002.66
2024-01-01 17:00:00,SE1,32.41,day_ahead,2267.13
2024-01-01 18:00:00,FI,64.0,day_ahead,3008.6
2024-01-01 18:00:00,FI,31.75,intraday,1191.23
2024-01-01 18:00:00,SE2,55.42,intraday,1931.39
2024-01-01 19:00:00,SE4,63.75,day_ahead,1496.18
2024-01-01 19:00:00,DK1,31.39,day_ahead,3932.75
2024-01-01 20:00:00,DK2,30.53,intraday,2415.13
2024-01-01 20:00:00,DK1,43.78,intraday,3792.03
2024-01-01 20:00:00,NO1,58.06,day_ahead,429.48
2024-01-01 21:00:00,SE4,69.91,intraday,2428.25
2024-01-01 21:00:00,SE4,67.59,day_ahead,1154.48
2024-01-01 22:00:00,SE3,43.63,day_ahead,4521.0
2024-01-01 22:00:00,NO2,42.95,day_ahead,2495.84
2024-01-01 22:00:00,SE1,60.12,day_ahead,2313.27
2024-01-01 23:00:00,SE2,20.53,intraday,4093.86
2024-01-01 23:00:00,SE1,22.56,intraday,1267.23
