timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-05 00:00:00,SE1,37.14,intraday,2982.94
2024-01-05 00:00:00,SE4,40.15,day_ahead,592.17
2024-01-05 01:00:00,NO1,40.53,day_ahead,328.43
2024-01-05 01:00:00,DK2,23.43,intraday,1665.51
2024-01-05 02:00:00,SE3,34.25,intraday,3695.52
2024-01-05 02:00:00,DK1,16.96,intraday,1684.27
2024-01-05 02:00:00,DK1,39.22,intraday,3343.96
2024-01-05 03:00:00,NO2,49.62,day_ahead,354.31
2024-01-05 03:00:00,NO2,48.59,day_ahead,2152.84
2024-01-05 03:00:00,FI,18.59,intraday,1287.41
2024-01-05 04:00:00,NO1,26.05,day_ahead,2994.27
2024-01-05 04:00:00,NO1,28.93,day_ahead,1647.16
2024-01-05 04:00:00,FI,42.26,day_ahead,3378.06
2024-01-05 05:00:00,SE1,49.07,intraday,1117.02
2024-01-05 05:00:00,NO1,31.21,intraday,4099.59
2024-01-05 05:00:00,FI,47.36,intraday,2946.97
2024-01-05 06:00:00,FI,52.52,day_ahead,452.68
2024-01-05 06:00:00,DK2,40.59,day_ahead,2716.83
2024-01-05 06:00:00,SE4,45.75,intraday,3547.47
2024-01-05 07:00:00,NO2,38.93,intraday,1311.98
2024-01-05 07:00:00,FI,30.35,day_ahead,148.51
2024-01-05 08:00:00,DK1,68.09,intraday,3442.03
2024-01-05 08:00:00,SE2,55.57,intraday,3775.21
2024-01-05 08:00:00,NO1,41.45,day_ahead,2529.89
2024-01-05 09:00:00,FI,58.01,intraday,3381.1
2024-01-05 09:00:00,SE3,34.79,intraday,1235.24
2024-01-05 09:00:00,SE4,68.29,intraday,196.58
2024-01-05 10:00:00,FI,44.71,intraday,109.01
2024-01-05 10:00:00,DK2,44.59,intraday,1371.3
2024-01-05 11:00:00,FI,34.69,day_ahead,3722.4
2024-01-05 11:00:00,DK1,49.16,intraday,4521.58
2024-01-05 12:00:00,NO1,43.75,day_ahead,954.14
2024-01-05 12:00:00,SE3,43.89,day_ahead,4495.38
2024-01-05 13:00:00,FI,54.86,day_ahead,1401.5
2024-01-05 13:00:00,DK1,31.05,day_ahead,4605.84
2024-01-05 14:00:00,SE3,44.57,day_ahead,4810.85
2024-01-05 14:00:00,DK1,69.55,day_ahead,2308.35
2024-01-05 15:00:00,DK1,40.62,intraday,4281.04
2024-01-05 15:00:00,SE2,54.66,intraday,3959.18
2024-01-05 15:00:00,SE4,41.04,intraday,759.82
2024-01-05 16:00:00,SE3,62.37,intraday,3563.32
2024-01-05 16:00:00,DK2,49.35,day_ahead,683.73
2024-01-05 17:00:00,SE2,53.73,day_ahead,1233.6
2024-01-05 17:00:00,SE2,44.39,day_ahead,2451.65
2024-01-05 17:00:00,DK1,45.6,day_ahead,1024.94
2024-01-05 18:00:00,DK1,54.15,day_ahead,346.8
2024-01-05 18:00:00,NO2,45.69,intraday,4226.31
2024-01-05 18:00:00,DK2,40.15,day_ahead,2508.44
2024-01-05 19:00:00,SE4,34.63,intraday,4723.58
2024-01-05 19:00:00,SE2,52.22,intraday,766.77
2024-01-05 19:00:00,DK1,33.36,day_ahead,4503.47
2024-01-05 20:00:00,SE3,65.13,day_ahead,3590.6
2024-01-05 20:00:00,DK2,51.5,intraday,2474.91
2024-01-05 21:00:00,NO1,37.27,intraday,1598.27
2024-01-05 21:00:00,SE3,58.46,intraday,2207.09
2024-01-05 21:00:00,SE3,56.02,day_ahead,218.18
2024-01-05 22:00:00,DK1,69.77,intraday,855.91
2024-01-05 22:00:00,SE1,38.02,day_ahead,668.52
2024-01-05 22:00:00,SE4,60.51,intraday,2540.52
2024-01-05 23:00:00,SE4,44.36,day_ahead,2708.93
2024-01-05 23:00:00,NO1,51.55,intraday,670.76
2024-01-05 23:00:00,SE3,21.02,intraday,2562.17
