timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-06 00:00:00,SE4,19.3,intraday,4497.75
2024-01-06 00:00:00,SE2,53.0,intraday,1410.68
2024-01-06 00:00:00,NO1,41.72,intraday,3853.87
2024-01-06 01:00:00,SE3,44.61,day_ahead,4664.02
2024-01-06 01:00:00,SE2,17.97,day_ahead,1449.25
2024-01-06 02:00:00,SE2,32.32,intraday,3054.74
2024-01-06 02:00:00,NO1,27.89,intraday,1023.26
2024-01-06 03:00:00,DK2,19.68,day_ahead,1373.48
2024-01-06 03:00:00,FI,52.58,intraday,3524.69
2024-01-06 03:00:00,DK1,44.64,day_ahead,3217.03
2024-01-06 04:00:00,SE3,15.59,intraday,728.7
2024-01-06 04:00:00,SE3,31.03,day_ahead,2016.23
2024-01-06 05:00:00,FI,15.62,intraday,3149.8
2024-01-06 05:00:00,NO2,40.54,day_ahead,1239.29
2024-01-06 06:00:00,DK2,51.07,intraday,2475.43
2024-01-06 06:00:00,NO1,18.96,intraday,3792.32
2024-01-06 06:00:00,DK1,33.52,intraday,2643.79
2024-01-06 07:00:00,SE4,42.8,day_ahead,4571.8
2024-01-06 07:00:00,DK1,60.71,intraday,3650.57
2024-01-06 08:00:00,NO2,48.51,day_ahead,4169.99
2024-01-06 08:00:00,SE3,41.26,day_ahead,3469.43
2024-01-06 08:00:00,NO2,58.55,day_ahead,4467.5
2024-01-06 09:00:00,FI,68.56,intraday,4221.98
2024-01-06 09:00:00,SE3,31.37,day_ahead,3534.85
2024-01-06 09:00:00,NO2,37.18,intraday,3031.71
2024-01-06 10:00:00,SE3,56.88,intraday,2258.69
2024-01-06 10:00:00,SE1,40.53,intraday,4887.43
2024-01-06 10:00:00,DK1,58.0,intraday,1149.57
2024-01-06 11:00:00,DK1,60.81,day_ahead,656.28
2024-01-06 11:00:00,NO2,31.16,intraday,1616.98
2024-01-06 11:00:00,DK2,45.41,day_ahead,1016.16
2024-01-06 12:00:00,NO2,35.84,intraday,859.48
2024-01-06 12:00:00,DK1,44.35,day_ahead,2625.07
2024-01-06 12:00:00,NO1,49.16,intraday,1951.57
2024-01-06 13:00:00,NO2,30.71,day_ahead,380.74
2024-01-06 13:00:00,DK1,50.66,day_ahead,3265.93
2024-01-06 13:00:00,SE1,42.41,day_ahead,2788.32
2024-01-06 14:00:00,DK1,43.63,intraday,1737.44
2024-01-06 14:00:00,SE2,62.22,intraday,610.75
2024-01-06 15:00:00,SE1,33.01,intraday,4298.14
2024-01-06 15:00:00,DK1,41.29,day_ahead,3763.85
2024-01-06 16:00:00,SE3,61.59,day_ahead,163.43
2024-01-06 16:00:00,DK1,52.11,day_ahead,3820.94
2024-01-06 17:00:00,SE4,67.03,intraday,2972.64
2024-01-06 17:00:00,SE4,40.71,intraday,4375.61
2024-01-06 18:00:00,SE3,35.15,intraday,3835.95
2024-01-06 18:00:00,NO2,68.13,intraday,1885.39
2024-01-06 18:00:00,NO2,52.52,day_ahead,3411.28
2024-01-06 19:00:00,SE1,39.37,intraday,2038.08
2024-01-06 19:00:00,FI,48.05,intraday,3150.77
2024-01-06 19:00:00,SE4,52.91,intraday,4170.59
2024-01-06 20:00:00,SE3,37.57,intraday,1830.16
2024-01-06 20:00:00,SE1,37.74,intraday,2018.28
2024-01-06 21:00:00,DK2,39.75,day_ahead,2880.15
2024-01-06 21:00:00,SE4,42.6,day_ahead,2088.85
2024-01-06 22:00:00,DK1,65.74,day_ahead,4776.77
2024-01-06 22:00:00,FI,50.26,day_ahead,1733.92
2024-01-06 22:00:00,NO1,63.8,day_ahead,2465.56
2024-01-06 23:00:00,SE1,42.35,intraday,3199.47
2024-01-06 23:00:00,NO2,53.33,intraday,1961.3
