timestamp,market_zone,price_eur_mwh,market_type,volume_mwh
2024-01-13 00:00:00,SE4,17.39,intraday,2960.15
2024-01-13 00:00:00,DK2,24.43,day_ahead,2144.55
2024-01-13 00:00:00,SE2,41.66,intraday,3122.37
2024-01-13 01:00:00,SE3,29.05,day_ahead,663.13
2024-01-13 01:00:00,DK2,40.44,day_ahead,496.02
2024-01-13 02:00:00,SE4,41.01,intraday,2552.96
2024-01-13 02:00:00,SE1,40.71,intraday,1921.84
2024-01-13 03:00:00,NO1,28.39,intraday,1798.17
2024-01-13 03:00:00,DK2,37.7,day_ahead,2419.39
2024-01-13 03:00:00,SE1,21.23,day_ahead,4316.64
2024-01-13 04:00:00,SE1,43.96,intraday,308.52
2024-01-13 04:00:00,SE1,18.44,day_ahead,2095.39
2024-01-13 05:00:00,DK2,15.76,day_ahead,1188.29
2024-01-13 05:00:00,NO1,19.92,intraday,3731.52
2024-01-13 05:00:00,DK1,36.58,intraday,509.64
2024-01-13 06:00:00,SE1,53.79,day_ahead,2372.2
2024-01-13 06:00:00,SE1,28.54,intraday,1655.33
2024-01-13 06:00:00,SE2,19.34,day_ahead,497.24
2024-01-13 07:00:00,DK2,69.48,intraday,1806.06
2024-01-13 07:00:00,SE1,32.7,intraday,455.19
2024-01-13 07:00:00,SE1,36.37,day_ahead,2066.58
2024-01-13 08:00:00,DK1,31.68,intraday,433.19
2024-01-13 08:00:00,NO2,40.41,intraday,2648.86
2024-01-13 09:00:00,SE1,54.16,intraday,4974.0
2024-01-13 09:00:00,SE3,40.3,day_ahead,3185.25
2024-01-13 09:00:00,DK2,63.83,day_ahead,3967.41
2024-01-13 10:00:00,NO1,35.21,day_ahead,1082.16
2024-01-13 10:00:00,NO2,32.14,day_ahead,3821.34
2024-01-13 10:00:00,NO2,38.65,intraday,484.99
2024-01-13 11:00:00,DK2,57.0,intraday,1154.56
2024-01-13 11:00:00,SE3,46.63,intraday,1213.01
2024-01-13 11:00:00,NO1,60.49,intraday,4860.81
2024-01-13 12:00:00,NO1,63.62,day_ahead,917.42
2024-01-13 12:00:00,NO2,48.74,day_ahead,4776.66
2024-01-13 13:00:00,SE3,39.92,day_ahead,276.52
2024-01-13 13:00:00,DK2,46.12,intraday,1823.87
2024-01-13 13:00:00,FI,58.44,intraday,206.09
2024-01-13 14:00:00,DK2,41.92,day_ahead,4761.49
2024-01-13 14:00:00,NO1,50.7,day_ahead,4799.06
2024-01-13 14:00:00,NO1,56.48,day_ahead,4398.18
2024-01-13 15:00:00,DK1,42.15,day_ahead,3755.7
2024-01-13 15:00:00,SE4,49.63,day_ahead,935.26
2024-01-13 16:00:00,SE2,57.4,day_ahead,2166.43
2024-01-13 16:00:00,SE1,59.9,intraday,4274.33
2024-01-13 17:00:00,FI,51.25,day_ahead,1857.68
2024-01-13 17:00:00,SE2,41.63,day_ahead,1161.85
2024-01-13 18:00:00,FI,54.35,day_ahead,2606.07
2024-01-13 18:00:00,SE4,54.46,intraday,1062.42
2024-01-13 18:00:00,DK1,63.95,intraday,1236.77
2024-01-13 19:00:00,DK2,57.36,day_ahead,3150.13
2024-01-13 19:00:00,FI,61.12,intraday,2302.88
2024-01-13 20:00:00,SE3,32.14,intraday,4538.14
2024-01-13 20:00:00,SE4,38.44,intraday,1820.76
2024-01-13 21:00:00,NO2,59.48,day_ahead,1504.83
2024-01-13 21:00:00,NO1,30.83,day_ahead,4008.97
2024-01-13 21:00:00,NO2,34.71,intraday,4422.14
2024-01-13 22:00:00,SE1,39.19,intraday,1298.13
2024-01-13 22:00:00,FI,44.3,day_ahead,4922.32
2024-01-13 23:00:00,SE1,33.22,intraday,4390.41
2024-01-13 23:00:00,SE1,27.33,day_ahead,1497.64
