timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-11 00:00:00,Malmo,-0.1,13.8,51.1,3.4
2024-01-11 00:00:00,Bergen,-3.3,14.7,65.7,0.7
2024-01-11 00:00:00,Helsinki,1.6,5.5,44.7,4.6
2024-01-11 00:00:00,Aarhus,1.5,5.3,93.6,1.9
2024-01-11 01:00:00,Tampere,-8.5,10.1,57.7,1.6
2024-01-11 01:00:00,Turku,-9.1,13.7,11.5,4.5
2024-01-11 01:00:00,Gothenburg,-7.1,3.4,63.5,0.9
2024-01-11 01:00:00,Helsinki,0.9,11.1,66.7,0.9
2024-01-11 02:00:00,Stockholm,-2.2,11.2,93.6,4.9
2024-01-11 02:00:00,Uppsala,-8.2,5.1,38.9,4.3
2024-01-11 02:00:00,Bergen,-9.8,10.8,71.9,2.8
2024-01-11 03:00:00,Aarhus,-1.2,3.2,41.7,0.9
2024-01-11 03:00:00,Malmo,-5.3,2.2,86.0,1.6
2024-01-11 03:00:00,Uppsala,-7.6,13.4,10.8,0.3
2024-01-11 03:00:00,Gothenburg,-4.4,15.0,72.2,2.8
2024-01-11 04:00:00,Copenhagen,-7.7,7.1,30.9,4.5
2024-01-11 04:00:00,Tampere,3.0,17.3,31.6,3.7
2024-01-11 04:00:00,Helsinki,-7.7,10.6,69.4,4.1
2024-01-11 04:00:00,Copenhagen,-2.2,7.7,72.8,0.9
2024-01-11 05:00:00,Uppsala,2.7,11.3,73.0,2.7
2024-01-11 05:00:00,Tampere,2.0,11.8,68.8,0.1
2024-01-11 05:00:00,Copenhagen,-6.3,6.0,45.2,4.4
2024-01-11 05:00:00,Uppsala,-2.9,16.1,85.9,1.8
2024-01-11 06:00:00,Copenhagen,3.1,3.8,39.3,2.8
2024-01-11 06:00:00,Aarhus,-3.5,5.2,65.3,1.3
2024-01-11 06:00:00,Gothenburg,-3.9,16.2,18.3,1.7
2024-01-11 07:00:00,Tampere,3.3,10.3,59.6,3.2
2024-01-11 07:00:00,Tampere,-9.9,5.5,37.9,2.9
2024-01-11 07:00:00,Stockholm,0.8,14.2,69.8,4.9
2024-01-11 07:00:00,Aarhus,-7.9,8.7,13.1,1.6
2024-01-11 08:00:00,Gothenburg,-3.5,4.9,78.4,0.9
2024-01-11 08:00:00,Stockholm,1.1,5.6,25.1,0.7
2024-01-11 08:00:00,Bergen,0.3,4.9,94.7,0.9
2024-01-11 08:00:00,Helsinki,4.4,15.1,29.8,0.3
2024-01-11 09:00:00,Turku,1.7,10.8,49.0,3.1
2024-01-11 09:00:00,Copenhagen,-8.9,8.8,14.1,1.6
2024-01-11 09:00:00,Helsinki,-1.0,2.1,94.2,2.5
2024-01-11 09:00:00,Turku,-7.5,8.3,71.8,3.5
2024-01-11 10:00:00,Bergen,-4.2,8.3,90.6,1.8
2024-01-11 10:00:00,Bergen,1.7,4.0,89.8,1.4
2024-01-11 10:00:00,Stockholm,-2.2,2.4,16.0,1.1
2024-01-11 11:00:00,Turku,-2.1,6.7,78.9,0.6
2024-01-11 11:00:00,Copenhagen,0.1,2.4,16.3,0.7
2024-01-11 11:00:00,Tampere,-2.4,7.8,91.6,4.0
2024-01-11 11:00:00,Helsinki,-9.1,11.9,26.4,2.4
2024-01-11 12:00:00,Malmo,-3.3,12.6,52.3,2.7
2024-01-11 12:00:00,Oslo,-9.7,16.3,38.1,3.1
2024-01-11 12:00:00,Helsinki,-1.2,7.0,25.0,2.4
2024-01-11 12:00:00,Stockholm,-3.2,3.7,58.2,0.9
2024-01-11 13:00:00,Tampere,-4.7,8.1,91.4,4.7
2024-01-11 13:00:00,Copenhagen,-6.7,8.2,12.0,2.9
