timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-02 00:00:00,Bergen,-1.1,16.0,59.4,2.3
2024-01-02 00:00:00,Stockholm,-4.9,7.6,76.1,1.3
2024-01-02 00:00:00,Uppsala,-3.2,8.6,41.0,2.2
2024-01-02 00:00:00,Tampere,-0.5,14.1,24.3,1.8
2024-01-02 01:00:00,Turku,-6.1,7.9,43.7,2.7
2024-01-02 01:00:00,Stockholm,1.0,17.2,15.6,4.2
2024-01-02 01:00:00,Tampere,-1.1,9.4,90.0,2.8
2024-01-02 01:00:00,Aarhus,-8.0,13.0,28.7,4.6
2024-01-02 02:00:00,Turku,1.1,5.2,93.6,2.7
2024-01-02 02:00:00,Malmo,-3.3,2.4,78.2,0.3
2024-01-02 02:00:00,Stockholm,-6.4,5.1,34.3,1.5
2024-01-02 02:00:00,Oslo,-8.4,4.5,39.4,2.7
2024-01-02 03:00:00,Tampere,-4.5,4.6,82.1,4.9
2024-01-02 03:00:00,Gothenburg,-7.5,12.7,30.7,4.4
2024-01-02 03:00:00,Copenhagen,0.5,16.5,37.6,0.0
2024-01-02 03:00:00,Helsinki,-5.8,4.7,88.0,3.9
2024-01-02 04:00:00,Tampere,2.7,2.7,11.4,0.9
2024-01-02 04:00:00,Stockholm,3.2,4.0,59.0,3.8
2024-01-02 04:00:00,Copenhagen,4.5,14.2,49.6,3.0
2024-01-02 04:00:00,Turku,0.6,6.8,39.9,1.9
2024-01-02 05:00:00,Aarhus,-3.5,16.0,59.1,2.5
2024-01-02 05:00:00,Aarhus,-0.4,4.6,44.3,1.0
2024-01-02 05:00:00,Copenhagen,-1.2,3.4,12.4,3.8
2024-01-02 05:00:00,Malmo,-8.5,16.1,26.0,3.0
2024-01-02 06:00:00,Copenhagen,2.1,13.3,68.4,3.6
2024-01-02 06:00:00,Malmo,-10.0,12.6,92.2,1.4
2024-01-02 06:00:00,Gothenburg,4.6,9.5,89.6,1.6
2024-01-02 06:00:00,Tampere,4.7,15.8,22.3,4.9
2024-01-02 07:00:00,Bergen,-3.3,2.9,32.3,1.1
2024-01-02 07:00:00,Gothenburg,-3.6,12.5,62.7,3.9
2024-01-02 07:00:00,Aarhus,-1.7,7.8,86.3,3.5
2024-01-02 07:00:00,Turku,3.5,14.9,51.9,5.0
2024-01-02 08:00:00,Malmo,-5.3,2.0,22.9,4.0
2024-01-02 08:00:00,Copenhagen,-5.2,12.8,85.1,3.2
2024-01-02 08:00:00,Copenhagen,-0.3,15.7,15.1,1.4
2024-01-02 08:00:00,Helsinki,-3.9,15.8,29.3,4.4
2024-01-02 09:00:00,Uppsala,-2.6,7.3,46.8,3.6
2024-01-02 09:00:00,Aarhus,-4.2,6.2,50.9,4.4
2024-01-02 09:00:00,Copenhagen,-4.7,4.2,24.1,4.9
2024-01-02 10:00:00,Malmo,0.0,14.0,47.4,1.9
2024-01-02 10:00:00,Uppsala,0.7,17.6,27.4,3.7
2024-01-02 10:00:00,Helsinki,3.4,16.1,55.5,0.7
2024-01-02 11:00:00,Gothenburg,0.1,9.5,26.9,1.7
2024-01-02 11:00:00,Helsinki,-0.7,4.2,36.9,4.9
2024-01-02 11:00:00,Malmo,-7.0,14.0,41.3,0.8
2024-01-02 11:00:00,Helsinki,-8.8,3.2,84.9,3.0
2024-01-02 12:00:00,Gothenburg,2.7,6.6,82.3,0.4
2024-01-02 12:00:00,Stockholm,0.1,7.1,74.8,0.8
2024-01-02 12:00:00,Stockholm,-4.5,5.7,17.5,4.7
2024-01-02 13:00:00,Turku,4.1,11.5,24.4,2.1
2024-01-02 13:00:00,Gothenburg,-8.8,17.2,29.9,0.4
2024-01-02 13:00:00,Copenhagen,1.7,2.5,62.8,2.5
2024-01-02 14:00:00,Malmo,-4.9,5.9,19.4,1.2
