timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-03 00:00:00,Stockholm,-3.4,11.7,29.3,1.2
2024-01-03 00:00:00,Oslo,-2.0,16.1,20.7,3.4
2024-01-03 00:00:00,Helsinki,-7.0,3.8,61.9,2.0
2024-01-03 01:00:00,Turku,-9.2,2.8,38.0,2.8
2024-01-03 01:00:00,Gothenburg,-2.3,13.9,55.3,3.8
2024-01-03 01:00:00,Aarhus,-7.9,10.7,38.7,0.4
2024-01-03 01:00:00,Aarhus,-6.1,3.0,34.3,1.8
2024-01-03 02:00:00,Turku,0.8,5.8,65.7,0.0
2024-01-03 02:00:00,Gothenburg,-5.2,10.0,33.5,2.8
2024-01-03 02:00:00,Bergen,1.8,15.4,58.4,0.8
2024-01-03 03:00:00,Aarhus,2.0,7.4,30.2,0.3
2024-01-03 03:00:00,Tampere,-5.2,5.4,88.3,0.3
2024-01-03 03:00:00,Gothenburg,1.2,16.9,76.9,0.4
2024-01-03 04:00:00,Gothenburg,0.6,6.6,41.5,2.1
2024-01-03 04:00:00,Helsinki,-4.7,3.6,58.3,1.9
2024-01-03 04:00:00,Tampere,-9.2,15.6,93.3,0.3
2024-01-03 05:00:00,Turku,-3.4,15.5,29.7,3.2
2024-01-03 05:00:00,Gothenburg,-2.7,6.6,13.3,3.4
2024-01-03 05:00:00,Helsinki,-6.1,5.8,82.8,4.2
2024-01-03 05:00:00,Oslo,-2.6,12.7,25.0,0.5
2024-01-03 06:00:00,Bergen,-8.2,5.0,69.9,3.3
2024-01-03 06:00:00,Stockholm,-8.9,12.5,21.2,2.6
2024-01-03 06:00:00,Gothenburg,-2.6,6.0,77.5,3.5
2024-01-03 06:00:00,Stockholm,-2.9,6.4,80.8,3.1
2024-01-03 07:00:00,Aarhus,-1.0,3.7,63.4,3.4
2024-01-03 07:00:00,Tampere,1.1,13.0,37.0,4.5
2024-01-03 07:00:00,Stockholm,0.9,4.1,73.3,0.5
2024-01-03 07:00:00,Aarhus,-4.4,4.8,27.3,4.9
