timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-04 00:00:00,Aarhus,-2.0,4.1,23.0,2.0
2024-01-04 00:00:00,Copenhagen,-7.2,16.2,26.5,2.5
2024-01-04 00:00:00,Bergen,-0.4,6.3,92.4,0.8
2024-01-04 00:00:00,Copenhagen,-1.7,14.2,34.7,1.4
2024-01-04 01:00:00,Uppsala,2.0,12.7,22.1,0.8
2024-01-04 01:00:00,Uppsala,-3.9,13.6,13.2,4.6
2024-01-04 01:00:00,Copenhagen,3.0,6.2,10.4,4.4
2024-01-04 01:00:00,Bergen,-8.8,2.7,69.9,2.5
2024-01-04 02:00:00,Tampere,0.9,11.2,49.6,3.8
2024-01-04 02:00:00,Stockholm,2.2,17.5,78.0,1.7
2024-01-04 02:00:00,Helsinki,-6.2,17.6,37.0,3.5
2024-01-04 02:00:00,Tampere,-3.0,12.4,27.6,0.2
2024-01-04 03:00:00,Tampere,-3.8,16.3,94.6,3.3
2024-01-04 03:00:00,Oslo,-6.8,4.1,22.6,3.9
2024-01-04 03:00:00,Aarhus,3.4,13.2,78.9,3.3
2024-01-04 03:00:00,Malmo,-7.8,16.5,84.5,3.2
2024-01-04 04:00:00,Malmo,3.9,9.9,84.4,3.2
2024-01-04 04:00:00,Bergen,-7.5,12.1,43.7,1.6
2024-01-04 04:00:00,Helsinki,3.3,3.6,71.2,0.0
2024-01-04 04:00:00,Aarhus,0.1,12.5,62.1,4.8
2024-01-04 05:00:00,Oslo,-3.0,4.5,93.7,3.2
2024-01-04 05:00:00,Tampere,-7.5,10.4,52.2,2.8
2024-01-04 05:00:00,Malmo,-7.9,7.1,46.7,3.4
2024-01-04 05:00:00,Gothenburg,-9.7,3.4,21.0,4.5
2024-01-04 06:00:00,Turku,-8.5,17.8,47.4,0.2
2024-01-04 06:00:00,Bergen,-5.3,13.3,91.5,0.2
2024-01-04 06:00:00,Copenhagen,-2.0,10.8,84.3,2.6
2024-01-04 07:00:00,Copenhagen,-7.5,4.6,73.4,3.3
2024-01-04 07:00:00,Bergen,4.1,9.3,85.1,2.0
2024-01-04 07:00:00,Gothenburg,-9.9,11.4,44.6,0.9
2024-01-04 08:00:00,Oslo,1.8,6.0,55.8,4.4
2024-01-04 08:00:00,Tampere,-2.3,13.5,63.9,2.7
2024-01-04 08:00:00,Malmo,4.7,9.8,78.2,1.3
2024-01-04 09:00:00,Stockholm,-2.8,16.2,32.3,4.4
2024-01-04 09:00:00,Tampere,-2.4,4.7,50.6,2.7
2024-01-04 09:00:00,Gothenburg,2.1,5.6,83.1,3.4
2024-01-04 09:00:00,Copenhagen,-7.9,10.2,66.6,3.9
2024-01-04 10:00:00,Malmo,-5.4,7.9,41.9,4.6
2024-01-04 10:00:00,Tampere,-4.8,4.7,71.3,1.0
2024-01-04 10:00:00,Malmo,-1.7,11.0,90.9,4.5
2024-01-04 11:00:00,Aarhus,-5.3,8.4,54.2,3.7
2024-01-04 11:00:00,Bergen,1.2,8.1,32.5,1.2
2024-01-04 11:00:00,Aarhus,-9.2,11.9,90.2,4.6
2024-01-04 12:00:00,Oslo,-0.9,2.4,34.8,0.7
2024-01-04 12:00:00,Copenhagen,-9.9,7.8,18.4,2.1
2024-01-04 12:00:00,Stockholm,-8.9,8.7,65.6,1.4
2024-01-04 12:00:00,Copenhagen,-4.0,12.8,89.6,2.9
2024-01-04 13:00:00,Oslo,-1.2,9.8,68.6,0.2
2024-01-04 13:00:00,Gothenburg,-0.6,11.3,15.0,3.5
2024-01-04 13:00:00,Stockholm,0.7,7.2,28.0,1.2
2024-01-04 13:00:00,Aarhus,-6.5,9.7,42.1,1.9
2024-01-04 14:00:00,Tampere,2.8,7.9,32.1,2.5
2024-01-04 14:00:00,Oslo,4.0,17.0,70.5,4.1
2024-01-04 14:00:00,Turku,-8.9,2.7,21.7,0.2
2024-01-04 14:00:00,Tampere,-4.4,16.4,80.1,4.6
2024-01-04 15:00:00,Helsinki,-1.6,3.4,47.4,0.6
2024-01-04 15:00:00,Oslo,-0.8,4.5,58.6,2.9
2024-01-04 15:00:00,Stockholm,-1.2,2.5,79.7,4.7
2024-01-04 15:00:00,Stockholm,2.1,4.8,73.8,2.2
2024-01-04 16:00:00,Bergen,4.9,2.2,73.7,2.3
2024-01-04 16:00:00,Aarhus,1.8,17.9,71.3,3.7
2024-01-04 16:00:00,Tampere,-8.2,15.2,71.1,1.1
2024-01-04 16:00:00,Tampere,-5.5,13.6,51.8,3.5
2024-01-04 17:00:00,Stockholm,0.4,5.0,83.1,1.5
2024-01-04 17:00:00,Gothenburg,-3.0,11.2,33.6,2.1
2024-01-04 17:00:00,Aarhus,0.8,8.9,78.9,2.8
2024-01-04 18:00:00,Copenhagen,-7.3,2.3,11.8,2.2
2024-01-04 18:00:00,Bergen,-1.3,12.4,48.1,3.4
2024-01-04 18:00:00,Turku,-6.8,16.5,48.9,0.4
2024-01-04 18:00:00,Oslo,0.4,9.3,68.2,5.0
2024-01-04 19:00:00,Malmo,0.1,2.4,82.7,1.0
2024-01-04 19:00:00,Helsinki,4.5,16.8,39.8,3.5
2024-01-04 19:00:00,Bergen,-1.7,15.0,20.2,1.0
2024-01-04 19:00:00,Helsinki,3.5,14.3,16.5,2.2
2024-01-04 20:00:00,Uppsala,-3.7,9.6,88.0,2.4
2024-01-04 20:00:00,Stockholm,-8.0,14.1,76.6,3.4
2024-01-04 20:00:00,Helsinki,4.5,13.1,70.0,1.7
2024-01-04 20:00:00,Malmo,-2.1,9.7,20.6,2.1
2024-01-04 21:00:00,Stockholm,3.3,5.8,21.5,2.1
2024-01-04 21:00:00,Stockholm,-7.8,9.1,83.9,1.5
2024-01-04 21:00:00,Tampere,-5.8,5.6,18.7,4.6
2024-01-04 21:00:00,Tampere,-2.2,11.4,76.2,0.3
2024-01-04 22:00:00,Oslo,-2.7,9.2,69.9,2.1
2024-01-04 22:00:00,Turku,0.9,10.6,48.3,1.5
2024-01-04 22:00:00,Helsinki,-2.5,9.9,36.6,4.4
2024-01-04 22:00:00,Aarhus,-9.3,5.3,78.6,3.2
2024-01-04 23:00:00,Stockholm,-9.3,15.9,75.8,2.0
2024-01-04 23:00:00,Helsinki,4.5,8.1,11.5,0.6
2024-01-04 23:00:00,Malmo,-6.6,7.7,90.4,4.8
