timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-12 00:00:00,Oslo,3.3,11.9,24.1,3.6
2024-01-12 00:00:00,Uppsala,-4.3,17.0,65.4,0.3
2024-01-12 00:00:00,Turku,2.5,15.7,32.8,3.6
2024-01-12 00:00:00,Tampere,-9.7,11.6,47.1,1.0
2024-01-12 01:00:00,Turku,0.5,7.5,71.9,3.5
2024-01-12 01:00:00,Aarhus,-1.9,6.7,29.9,0.1
2024-01-12 01:00:00,Aarhus,-9.0,5.7,22.6,4.9
2024-01-12 01:00:00,Tampere,-8.5,8.7,49.3,4.9
2024-01-12 02:00:00,Helsinki,-9.5,9.9,66.1,1.9
2024-01-12 02:00:00,Copenhagen,-6.3,6.2,63.4,0.5
2024-01-12 02:00:00,Malmo,-3.0,5.6,54.1,2.5
2024-01-12 03:00:00,Aarhus,1.8,8.9,60.6,0.3
2024-01-12 03:00:00,Malmo,3.3,13.0,42.7,1.7
2024-01-12 03:00:00,Uppsala,1.8,6.0,75.3,1.1
2024-01-12 04:00:00,Oslo,-5.1,8.6,81.6,3.9
2024-01-12 04:00:00,Uppsala,-1.9,2.9,32.4,1.3
2024-01-12 04:00:00,Stockholm,-6.3,14.6,32.7,3.3
2024-01-12 04:00:00,Oslo,3.2,3.6,28.4,1.5
2024-01-12 05:00:00,Oslo,-6.7,9.5,20.1,0.5
2024-01-12 05:00:00,Tampere,-4.4,5.2,69.1,3.7
2024-01-12 05:00:00,Aarhus,3.1,15.1,45.7,0.5
2024-01-12 05:00:00,Stockholm,1.1,5.1,38.3,3.2
2024-01-12 06:00:00,Aarhus,0.3,17.1,88.4,4.9
2024-01-12 06:00:00,Tampere,-5.0,15.2,94.0,3.8
2024-01-12 06:00:00,Bergen,-6.7,17.0,53.2,4.2
2024-01-12 06:00:00,Gothenburg,-3.4,10.7,77.4,0.3
2024-01-12 07:00:00,Malmo,-7.4,12.2,58.4,3.3
2024-01-12 07:00:00,Gothenburg,-9.7,9.3,94.0,3.2
2024-01-12 07:00:00,Tampere,-8.5,5.2,76.1,4.8
2024-01-12 07:00:00,Turku,-7.3,3.5,30.9,4.7
2024-01-12 08:00:00,Helsinki,-6.8,5.1,86.7,3.0
2024-01-12 08:00:00,Tampere,0.9,4.6,11.9,0.5
2024-01-12 08:00:00,Tampere,-5.0,18.0,63.5,2.3
2024-01-12 09:00:00,Helsinki,0.5,4.9,52.2,2.9
2024-01-12 09:00:00,Turku,0.1,2.7,14.0,0.7
2024-01-12 09:00:00,Oslo,-4.8,14.8,62.8,0.1
2024-01-12 10:00:00,Turku,-7.0,4.3,53.6,3.0
2024-01-12 10:00:00,Aarhus,2.3,16.6,33.7,1.0
2024-01-12 10:00:00,Gothenburg,-9.8,4.7,58.6,4.7
2024-01-12 10:00:00,Tampere,-3.0,4.7,71.0,3.7
2024-01-12 11:00:00,Malmo,-5.6,7.1,66.3,3.4
2024-01-12 11:00:00,Copenhagen,-5.3,14.5,71.4,2.8
2024-01-12 11:00:00,Oslo,0.3,10.4,83.1,0.2
2024-01-12 11:00:00,Stockholm,4.2,16.0,82.6,1.3
2024-01-12 12:00:00,Copenhagen,3.3,13.0,68.1,2.5
2024-01-12 12:00:00,Tampere,-3.6,6.1,77.7,3.8
2024-01-12 12:00:00,Copenhagen,-8.8,5.1,85.5,3.9
2024-01-12 12:00:00,Oslo,-1.8,5.3,62.2,1.7
2024-01-12 13:00:00,Uppsala,-3.7,12.9,64.3,2.5
2024-01-12 13:00:00,Oslo,-6.5,7.6,90.9,2.2
2024-01-12 13:00:00,Stockholm,-0.1,9.7,81.7,2.0
2024-01-12 13:00:00,Copenhagen,-0.5,14.3,76.7,2.0
2024-01-12 14:00:00,Oslo,-7.6,4.5,65.5,4.3
2024-01-12 14:00:00,Stockholm,-5.0,8.0,75.2,4.0
2024-01-12 14:00:00,Copenhagen,1.9,11.1,20.6,3.6
2024-01-12 14:00:00,Tampere,-9.4,9.4,74.0,0.5
2024-01-12 15:00:00,Bergen,-6.7,3.3,28.8,4.4
2024-01-12 15:00:00,Turku,-8.2,7.8,13.4,1.6
2024-01-12 15:00:00,Uppsala,-0.6,13.0,55.4,1.7
2024-01-12 16:00:00,Gothenburg,-9.6,14.8,34.8,4.6
2024-01-12 16:00:00,Uppsala,-8.9,17.4,83.6,0.2
2024-01-12 16:00:00,Copenhagen,0.6,10.6,49.1,2.6
2024-01-12 17:00:00,Aarhus,2.5,7.7,64.9,1.9
2024-01-12 17:00:00,Turku,-0.4,13.7,12.5,0.7
2024-01-12 17:00:00,Aarhus,-4.5,16.3,14.9,1.0
2024-01-12 18:00:00,Gothenburg,-5.3,2.8,16.1,4.9
2024-01-12 18:00:00,Turku,2.6,5.3,40.7,4.1
2024-01-12 18:00:00,Gothenburg,2.8,7.6,38.6,3.4
2024-01-12 18:00:00,Helsinki,3.4,7.8,12.1,1.3
2024-01-12 19:00:00,Gothenburg,1.4,2.2,87.9,0.4
2024-01-12 19:00:00,Turku,2.8,17.7,68.7,4.5
2024-01-12 19:00:00,Turku,-6.0,5.7,21.7,4.0
2024-01-12 20:00:00,Uppsala,-6.8,17.9,70.9,1.7
2024-01-12 20:00:00,Helsinki,-5.0,8.0,64.3,2.3
2024-01-12 20:00:00,Tampere,1.5,11.5,54.4,1.0
2024-01-12 20:00:00,Helsinki,4.0,15.4,14.4,1.7
2024-01-12 21:00:00,Uppsala,4.3,15.1,79.5,0.7
2024-01-12 21:00:00,Oslo,-7.6,6.5,60.5,2.8
2024-01-12 21:00:00,Tampere,-2.2,11.5,70.5,2.2
2024-01-12 21:00:00,Uppsala,-3.5,13.4,56.7,0.5
2024-01-12 22:00:00,Helsinki,1.9,5.1,69.9,0.4
2024-01-12 22:00:00,Aarhus,-5.8,16.8,35.9,0.3
2024-01-12 22:00:00,Malmo,4.2,15.2,26.9,0.2
2024-01-12 22:00:00,Copenhagen,-3.4,16.1,62.0,1.9
2024-01-12 23:00:00,Oslo,-5.5,13.2,66.5,4.3
2024-01-12 23:00:00,Oslo,2.3,7.2,24.4,2.2
2024-01-12 23:00:00,Helsinki,-8.8,17.9,35.5,2.0
2024-01-12 23:00:00,Bergen,0.0,16.0,73.2,1.4
