timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-06 00:00:00,Bergen,-9.2,17.2,89.5,0.7
2024-01-06 00:00:00,Stockholm,-0.6,6.7,45.5,3.8
2024-01-06 00:00:00,Stockholm,-8.7,8.4,19.0,3.8
2024-01-06 00:00:00,Helsinki,1.0,3.2,77.4,2.6
2024-01-06 01:00:00,Bergen,-7.1,8.2,22.7,2.3
2024-01-06 01:00:00,Helsinki,-6.7,17.7,39.7,3.8
2024-01-06 01:00:00,Gothenburg,4.1,6.8,79.7,2.7
2024-01-06 01:00:00,Helsinki,-0.8,13.0,50.0,1.1
2024-01-06 02:00:00,Copenhagen,-8.4,11.0,39.9,2.5
2024-01-06 02:00:00,Malmo,-6.9,9.2,43.2,3.7
2024-01-06 02:00:00,Oslo,-0.6,3.5,64.9,2.4
2024-01-06 03:00:00,Oslo,-2.8,10.8,80.4,3.9
2024-01-06 03:00:00,Stockholm,-1.0,12.4,61.9,3.3
2024-01-06 03:00:00,Turku,1.4,16.5,87.0,2.7
2024-01-06 03:00:00,Aarhus,-9.8,2.4,42.9,3.2
2024-01-06 04:00:00,Oslo,-4.6,13.8,20.7,2.5
2024-01-06 04:00:00,Gothenburg,3.7,17.7,44.8,3.6
2024-01-06 04:00:00,Tampere,-0.1,3.8,10.8,4.2
2024-01-06 05:00:00,Copenhagen,-0.3,18.0,82.3,3.1
2024-01-06 05:00:00,Oslo,-0.2,8.3,61.1,4.3
2024-01-06 05:00:00,Stockholm,-3.4,8.5,22.8,2.4
2024-01-06 06:00:00,Oslo,2.4,12.5,24.5,2.1
2024-01-06 06:00:00,Aarhus,-8.2,16.7,74.1,0.6
2024-01-06 06:00:00,Oslo,3.1,17.7,57.0,3.5
2024-01-06 06:00:00,Malmo,-6.3,17.9,32.6,1.6
2024-01-06 07:00:00,Turku,-9.6,9.1,47.1,4.1
2024-01-06 07:00:00,Aarhus,-6.0,8.2,57.1,4.9
2024-01-06 07:00:00,Bergen,-6.0,4.7,91.4,4.6
2024-01-06 07:00:00,Aarhus,-2.7,3.8,65.6,0.9
