timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-10 00:00:00,Gothenburg,-9.4,12.3,77.6,4.4
2024-01-10 00:00:00,Helsinki,-9.4,11.5,59.9,3.4
2024-01-10 00:00:00,Tampere,2.0,11.2,13.1,3.4
2024-01-10 01:00:00,Uppsala,-6.0,14.4,41.7,2.2
2024-01-10 01:00:00,Copenhagen,1.7,7.6,41.6,0.0
2024-01-10 01:00:00,Gothenburg,1.0,2.0,94.6,4.3
2024-01-10 01:00:00,Gothenburg,-7.6,11.2,51.0,4.6
2024-01-10 02:00:00,Malmo,-5.9,15.8,31.0,3.2
2024-01-10 02:00:00,Copenhagen,-4.7,6.3,32.0,2.4
2024-01-10 02:00:00,Oslo,0.0,5.8,36.1,0.0
2024-01-10 03:00:00,Uppsala,-6.5,12.9,94.7,1.7
2024-01-10 03:00:00,Malmo,2.4,12.6,13.8,0.5
2024-01-10 03:00:00,Stockholm,2.5,17.2,54.6,2.2
2024-01-10 03:00:00,Tampere,-9.0,13.9,67.7,3.9
2024-01-10 04:00:00,Copenhagen,-7.9,3.3,13.0,2.5
2024-01-10 04:00:00,Helsinki,-9.2,3.0,36.0,4.5
2024-01-10 04:00:00,Gothenburg,-0.8,11.9,62.0,3.4
2024-01-10 04:00:00,Uppsala,1.5,16.4,61.8,0.9
2024-01-10 05:00:00,Tampere,0.4,13.4,34.7,3.0
2024-01-10 05:00:00,Turku,-3.9,10.8,23.6,4.4
2024-01-10 05:00:00,Helsinki,2.5,4.4,10.8,2.9
2024-01-10 06:00:00,Gothenburg,-7.0,5.1,91.1,3.3
2024-01-10 06:00:00,Aarhus,-7.8,11.0,28.4,0.3
2024-01-10 06:00:00,Copenhagen,0.4,9.3,78.6,3.5
2024-01-10 07:00:00,Stockholm,-4.3,13.9,65.7,1.5
2024-01-10 07:00:00,Gothenburg,4.8,3.4,71.3,4.2
2024-01-10 07:00:00,Bergen,-1.3,14.4,80.2,3.5
2024-01-10 08:00:00,Turku,-1.0,7.5,55.5,3.2
2024-01-10 08:00:00,Helsinki,0.5,5.3,56.4,4.4
2024-01-10 08:00:00,Tampere,-4.1,6.5,89.7,4.6
2024-01-10 08:00:00,Tampere,-1.4,3.0,83.0,0.5
2024-01-10 09:00:00,Bergen,-10.0,14.8,51.8,2.6
2024-01-10 09:00:00,Uppsala,-2.2,12.3,13.3,1.5
2024-01-10 09:00:00,Tampere,-7.5,10.8,75.9,0.0
2024-01-10 10:00:00,Turku,-8.4,3.4,75.0,2.1
2024-01-10 10:00:00,Oslo,4.2,14.5,59.2,1.4
2024-01-10 10:00:00,Bergen,-8.8,6.7,17.7,4.7
2024-01-10 10:00:00,Oslo,-4.3,6.8,74.2,4.3
2024-01-10 11:00:00,Aarhus,3.0,10.6,53.7,0.5
2024-01-10 11:00:00,Malmo,4.2,16.6,45.3,2.1
2024-01-10 11:00:00,Helsinki,2.0,6.2,95.0,4.2
2024-01-10 12:00:00,Bergen,-1.7,10.7,44.3,0.8
2024-01-10 12:00:00,Turku,-2.4,13.6,26.7,4.5
2024-01-10 12:00:00,Oslo,1.9,14.3,31.3,0.6
2024-01-10 12:00:00,Bergen,-6.3,17.1,45.9,0.2
2024-01-10 13:00:00,Stockholm,-6.7,13.5,66.7,3.9
2024-01-10 13:00:00,Uppsala,0.9,5.9,51.2,3.2
2024-01-10 13:00:00,Aarhus,2.0,5.1,24.9,2.0
2024-01-10 14:00:00,Bergen,2.6,15.1,66.5,0.3
2024-01-10 14:00:00,Malmo,-9.0,16.1,15.3,3.8
2024-01-10 14:00:00,Uppsala,0.7,8.2,28.3,0.2
2024-01-10 14:00:00,Stockholm,3.0,11.1,35.2,4.2
2024-01-10 15:00:00,Uppsala,4.0,2.6,82.0,0.1
2024-01-10 15:00:00,Helsinki,-8.5,6.2,35.9,0.0
2024-01-10 15:00:00,Malmo,-6.7,17.3,65.1,2.5
2024-01-10 15:00:00,Uppsala,-1.4,5.2,69.5,2.6
2024-01-10 16:00:00,Copenhagen,4.1,4.5,47.2,0.2
2024-01-10 16:00:00,Uppsala,0.2,14.2,89.7,0.2
2024-01-10 16:00:00,Bergen,-3.4,16.5,65.3,1.1
2024-01-10 17:00:00,Aarhus,1.3,11.3,67.7,3.7
2024-01-10 17:00:00,Gothenburg,-1.8,15.8,33.0,3.7
2024-01-10 17:00:00,Gothenburg,0.6,16.9,42.4,1.4
2024-01-10 18:00:00,Helsinki,0.2,16.5,53.7,0.3
2024-01-10 18:00:00,Bergen,-3.4,6.2,37.9,4.4
2024-01-10 18:00:00,Copenhagen,3.7,10.0,36.7,3.2
2024-01-10 19:00:00,Uppsala,-5.8,11.7,78.2,1.0
2024-01-10 19:00:00,Malmo,-3.1,9.1,80.7,1.9
2024-01-10 19:00:00,Aarhus,3.3,17.7,23.8,1.2
2024-01-10 20:00:00,Tampere,-3.4,8.2,15.1,1.8
2024-01-10 20:00:00,Stockholm,-5.3,10.6,10.4,0.1
2024-01-10 20:00:00,Oslo,-1.4,3.8,58.6,3.1
2024-01-10 20:00:00,Gothenburg,2.0,5.1,45.1,0.6
2024-01-10 21:00:00,Gothenburg,-1.5,5.6,31.6,4.8
2024-01-10 21:00:00,Turku,-3.9,8.6,50.7,3.6
2024-01-10 21:00:00,Copenhagen,-0.6,3.6,41.7,1.5
2024-01-10 22:00:00,Uppsala,-9.6,5.5,52.3,4.8
2024-01-10 22:00:00,Malmo,-1.5,11.8,41.5,2.1
2024-01-10 22:00:00,Uppsala,-8.0,2.3,54.8,2.2
2024-01-10 22:00:00,Gothenburg,-4.8,9.3,39.9,3.2
2024-01-10 23:00:00,Gothenburg,4.7,5.2,63.2,3.7
2024-01-10 23:00:00,Bergen,-5.3,10.9,89.7,4.3
2024-01-10 23:00:00,Aarhus,-2.7,9.4,14.1,4.1
