timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-05 00:00:00,Gothenburg,-7.0,11.2,83.9,0.2
2024-01-05 00:00:00,Aarhus,-1.6,3.5,20.1,3.6
2024-01-05 00:00:00,Copenhagen,-1.1,4.6,68.7,4.3
2024-01-05 00:00:00,Bergen,3.9,12.8,72.3,1.7
2024-01-05 01:00:00,Malmo,1.6,13.2,48.2,0.3
2024-01-05 01:00:00,Aarhus,-6.9,7.0,90.4,4.9
2024-01-05 01:00:00,Gothenburg,-4.3,11.5,15.9,2.9
2024-01-05 01:00:00,Bergen,-8.2,16.6,11.6,4.5
2024-01-05 02:00:00,Tampere,-7.4,3.1,61.0,0.7
2024-01-05 02:00:00,Helsinki,-4.7,16.4,67.4,4.0
2024-01-05 02:00:00,Bergen,-2.5,2.7,44.3,4.9
2024-01-05 02:00:00,Tampere,-8.3,4.7,70.1,4.2
2024-01-05 03:00:00,Aarhus,-7.3,12.5,16.5,0.7
2024-01-05 03:00:00,Bergen,-9.1,3.6,30.4,0.7
2024-01-05 03:00:00,Aarhus,-9.9,13.0,69.2,3.2
2024-01-05 03:00:00,Gothenburg,0.2,2.2,47.2,4.1
2024-01-05 04:00:00,Uppsala,-2.6,3.6,56.0,4.1
2024-01-05 04:00:00,Stockholm,0.2,14.5,66.2,1.8
2024-01-05 04:00:00,Oslo,2.0,4.2,93.2,3.5
2024-01-05 04:00:00,Tampere,-2.8,10.6,93.5,4.7
2024-01-05 05:00:00,Turku,4.5,4.8,45.9,3.4
2024-01-05 05:00:00,Helsinki,-2.8,8.2,68.1,4.1
2024-01-05 05:00:00,Copenhagen,-2.9,17.5,84.3,1.8
2024-01-05 06:00:00,Gothenburg,3.4,17.9,50.3,1.3
2024-01-05 06:00:00,Stockholm,-6.5,15.5,74.9,0.2
2024-01-05 06:00:00,Copenhagen,4.9,11.3,66.0,1.8
2024-01-05 06:00:00,Oslo,-1.1,6.2,29.8,3.3
2024-01-05 07:00:00,Turku,-8.2,6.6,48.1,1.8
2024-01-05 07:00:00,Stockholm,-5.5,9.4,49.9,1.2
