timestamp,region,temperature_celsius,wind_speed_ms,cloud_cover_percent,precipitation_mm
2024-01-13 00:00:00,Helsinki,-0.2,13.9,11.0,3.5
2024-01-13 00:00:00,Gothenburg,-5.0,16.1,69.0,2.3
2024-01-13 00:00:00,Tampere,-2.6,16.8,26.9,1.3
2024-01-13 00:00:00,Stockholm,1.6,15.7,83.5,3.1
2024-01-13 01:00:00,Malmo,2.7,11.9,33.0,4.0
2024-01-13 01:00:00,Turku,4.2,15.3,14.9,2.8
2024-01-13 01:00:00,Uppsala,-7.1,14.1,78.0,4.5
2024-01-13 02:00:00,Bergen,-5.9,11.6,70.0,3.5
2024-01-13 02:00:00,Oslo,4.2,4.6,46.1,5.0
2024-01-13 02:00:00,Helsinki,3.1,16.6,34.5,3.7
2024-01-13 02:00:00,Tampere,-1.3,6.8,26.4,4.7
2024-01-13 03:00:00,Malmo,-0.6,17.0,57.1,4.8
2024-01-13 03:00:00,Copenhagen,4.1,14.4,83.9,0.6
2024-01-13 03:00:00,Uppsala,-3.9,11.1,28.7,2.1
2024-01-13 03:00:00,Stockholm,-2.2,4.9,20.5,2.0
2024-01-13 04:00:00,Turku,-2.7,4.1,36.3,0.3
2024-01-13 04:00:00,Aarhus,-5.0,17.7,72.7,3.0
2024-01-13 04:00:00,Aarhus,3.3,5.3,77.6,4.8
2024-01-13 04:00:00,Tampere,-7.0,16.6,17.0,1.7
2024-01-13 05:00:00,Gothenburg,2.9,12.4,92.2,1.7
2024-01-13 05:00:00,Helsinki,-6.8,15.6,28.3,0.6
2024-01-13 05:00:00,Helsinki,-4.9,13.9,49.1,0.2
2024-01-13 05:00:00,Stockholm,-4.1,9.2,34.7,4.5
2024-01-13 06:00:00,Uppsala,1.0,5.3,41.3,2.2
2024-01-13 06:00:00,Helsinki,-7.1,16.7,75.1,2.3
2024-01-13 06:00:00,Malmo,4.8,6.7,82.3,3.4
2024-01-13 07:00:00,Turku,-7.2,12.1,49.8,3.2
2024-01-13 07:00:00,Malmo,-5.1,10.7,77.9,2.1
2024-01-13 07:00:00,Tampere,1.1,12.3,83.1,4.2
2024-01-13 07:00:00,Oslo,4.4,10.5,75.4,1.2
2024-01-13 08:00:00,Bergen,-6.0,15.7,77.5,0.7
2024-01-13 08:00:00,Uppsala,-2.9,14.2,59.0,3.5
2024-01-13 08:00:00,Turku,2.6,9.6,17.2,2.6
2024-01-13 08:00:00,Malmo,-8.2,8.6,37.1,1.9
2024-01-13 09:00:00,Aarhus,-0.8,10.7,61.0,3.1
2024-01-13 09:00:00,Uppsala,-8.3,17.2,19.8,3.1
2024-01-13 09:00:00,Malmo,2.8,8.5,41.8,2.5
2024-01-13 09:00:00,Helsinki,-9.3,4.3,34.2,3.9
2024-01-13 10:00:00,Gothenburg,-9.9,16.9,59.7,3.4
2024-01-13 10:00:00,Oslo,1.1,9.3,50.4,4.3
2024-01-13 10:00:00,Turku,-5.0,15.8,23.7,4.9
2024-01-13 10:00:00,Aarhus,-3.7,2.5,53.3,3.4
2024-01-13 11:00:00,Bergen,4.8,12.0,67.3,0.5
2024-01-13 11:00:00,Aarhus,-7.1,12.2,74.0,1.3
2024-01-13 11:00:00,Malmo,-6.6,15.5,72.4,3.7
2024-01-13 11:00:00,Uppsala,-1.1,7.8,75.2,1.8
2024-01-13 12:00:00,Helsinki,-2.3,3.9,65.8,0.7
2024-01-13 12:00:00,Tampere,-5.8,11.6,40.4,3.0
2024-01-13 12:00:00,Aarhus,-8.4,7.4,29.6,1.0
2024-01-13 12:00:00,Uppsala,-5.4,12.6,53.9,1.0
2024-01-13 13:00:00,Malmo,0.7,6.3,77.9,3.2
2024-01-13 13:00:00,Aarhus,-7.0,7.4,81.7,0.8
2024-01-13 13:00:00,Stockholm,-0.2,6.6,25.8,2.4
2024-01-13 14:00:00,Helsinki,-1.8,13.3,58.0,0.8
2024-01-13 14:00:00,Oslo,1.7,5.8,40.1,3.3
2024-01-13 14:00:00,Copenhagen,0.4,6.8,73.4,2.5
2024-01-13 15:00:00,Gothenburg,-3.9,15.1,34.3,0.5
2024-01-13 15:00:00,Stockholm,-1.5,4.0,15.4,0.0
2024-01-13 15:00:00,Bergen,-1.2,17.1,44.9,0.7
2024-01-13 15:00:00,Uppsala,2.2,5.4,80.8,2.3
2024-01-13 16:00:00,Copenhagen,1.8,4.3,23.0,0.1
2024-01-13 16:00:00,Gothenburg,2.6,5.5,21.6,0.1
2024-01-13 16:00:00,Copenhagen,1.9,9.3,86.7,2.9
2024-01-13 16:00:00,Oslo,-7.4,14.9,48.1,4.5
2024-01-13 17:00:00,Turku,-5.4,12.7,79.5,4.3
2024-01-13 17:00:00,Copenhagen,3.7,8.3,81.7,2.9
2024-01-13 17:00:00,Copenhagen,1.0,12.4,48.2,1.3
2024-01-13 18:00:00,Stockholm,3.9,4.5,94.1,0.0
2024-01-13 18:00:00,Malmo,3.5,6.2,81.5,0.1
2024-01-13 18:00:00,Aarhus,2.7,7.9,76.3,2.1
2024-01-13 18:00:00,Copenhagen,3.4,15.5,13.2,4.9
2024-01-13 19:00:00,Copenhagen,-3.0,17.4,69.5,4.3
2024-01-13 19:00:00,Tampere,-0.4,15.2,30.2,0.3
2024-01-13 19:00:00,Helsinki,-2.9,17.7,52.8,3.9
2024-01-13 20:00:00,Helsinki,2.2,11.3,18.4,4.9
2024-01-13 20:00:00,Turku,4.7,17.9,38.2,1.5
2024-01-13 20:00:00,Uppsala,2.5,17.4,44.7,3.7
2024-01-13 21:00:00,Uppsala,4.3,4.4,68.7,2.8
2024-01-13 21:00:00,Tampere,3.1,10.2,87.7,4.2
2024-01-13 21:00:00,Bergen,-9.2,8.7,77.4,0.4
2024-01-13 22:00:00,Aarhus,-3.8,17.3,14.2,3.2
2024-01-13 22:00:00,Helsinki,0.9,15.6,49.9,1.8
2024-01-13 22:00:00,Helsinki,2.6,12.3,39.1,3.3
2024-01-13 23:00:00,Tampere,-8.9,15.5,75.1,0.0
2024-01-13 23:00:00,Helsinki,-9.8,14.5,52.9,2.9
2024-01-13 23:00:00,Copenhagen,-9.0,4.6,79.8,4.1
